,Company Name,Report Date,Revenue,Net Income,Earnings Per Share (EPS),Gross Profit,Operating Income (EBIT),Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Total Assets,Total Liabilities,Short-Term Debt,Long-Term Debt,Shareholders’ Equity,Dividends Paid,Number of Outstanding Shares,Guidance/Forecast,Key Performance Indicators (KPIs)
0,AFI PROPERTIES,2025-04-16,1498408000.0,663303000.0,17.43,978180000.0,851553000.0,,,,21438107000.0,,,10255459000.0,,,38056400.0,,
1,ACCEL,2025-04-16,,,0.033,,,,,,,,,,,,164755008.0,,
2,ACKERSTEIN GROUP,2025-04-16,902353000.0,123406000.0,0.43,250157000.0,110407000.0,,,,1944990000.0,,,74840000.0,,,288060992.0,,
3,ADGAR INVESTMENTS,2025-04-16,338030000.0,-7128000.0,-0.04,288810000.0,235048000.0,,,,5490045000.0,,,2967060000.0,,,164856000.0,,
4,AERODROME GROUP,2025-04-16,14450000.0,-22798000.0,-0.25,990000.0,-13565000.0,,,,39091000.0,,,351000.0,,,91569504.0,,
5,AFCON HOLDINGS,2025-04-16,1783953000.0,59798000.0,11.74,222070000.0,80211000.0,,,,1946808000.0,,,422060000.0,,,5305950.0,,
6,AFRICA ISRAEL RESIDENCES,2025-04-16,966476000.0,217900000.0,17.16,232521000.0,167764000.0,,,,4576774000.0,,,535378000.0,,,12655200.0,,
7,AIRPORT CITY,2025-04-16,1096055000.0,413034000.0,3.46,831635000.0,769585000.0,,,,18788412000.0,,,5513529000.0,,,116571000.0,,
8,AIRTOUCH,2025-04-16,,,-0.491,,,,,,,,,,,,36461300.0,,
9,ALARUM,2025-04-16,31824000.0,5780000.0,0.31,23909000.0,7107000.0,,,,34811000.0,,,32000.0,,,69525904.0,,
10,ALBAAD,2025-04-16,1719768000.0,44885000.0,2.31,347928000.0,111650000.0,,,,1509956000.0,,,157025000.0,,,18647500.0,,
11,ALLOT,2025-04-16,92195000.0,-5869000.0,-0.59,63690000.0,-6014000.0,,,,139641000.0,,,39973000.0,,,39692800.0,,
12,ALMEDA PARTICIPATION UNIT,2025-04-16,,,,,,,,,,,,,,,14775500.0,,
13,ALMOGIM,2025-04-16,298225000.0,1884000.0,0.05,57655000.0,33269000.0,,,,1385518000.0,,,218466000.0,,,43173600.0,,
14,ALONY HETZ,2025-04-16,2245394000.0,-346199000.0,-1.81,1943534000.0,1448584000.0,,,,40047643000.0,,,20184101000.0,,,215032992.0,,
15,ALROV PROPERTIES,2025-04-16,1238783000.0,299425000.0,14.42,676154000.0,302989000.0,,,,17771124000.0,,,6829908000.0,,,20603500.0,,
16,ALUMA INFRASTRUCTURES,2025-04-16,,,,,,,,,,,,,,,307392000.0,,
17,AMIR MARKETING,2025-04-16,1253631000.0,44694000.0,3.57,196172000.0,62264000.0,,,,908324000.0,,,,,,64021400.0,,
18,AMOT,2025-04-16,1166416000.0,919007000.0,1.95,996950000.0,924106000.0,,,,20894788000.0,,,8658890000.0,,,471550016.0,,
19,APOLLO POWER,2025-04-16,12893000.0,-86669000.0,-1.58,2277000.0,-81849000.0,,,,269810000.0,,,,,,64094000.0,,
20,ARAD,2025-04-16,394039000.0,24294000.0,3.83,116674000.0,35693000.0,,,,354209000.0,,,26612000.0,,,24730700.0,,
21,ASHDOD REFINERY,2025-04-16,3216000000.0,-34000000.0,-10.51,34000000.0,6000000.0,,,,1390000000.0,,,254000000.0,,,12493800.0,,
22,ASHTROM GROUP,2025-04-16,4459489000.0,169661000.0,1.67,993913000.0,489495000.0,,,,21832287000.0,,,11575459000.0,,,111502000.0,,
23,ASPEN GROUP,2025-04-16,213711000.0,-103336000.0,-0.6,159070000.0,134885000.0,,,,3524638000.0,,,1804932000.0,,,64292300.0,,
24,AUDIOCODES,2025-04-16,242176000.0,15311000.0,1.95,158161000.0,17191000.0,,,,335901000.0,,,,,,29473100.0,,
25,AURA SMART AIR,2025-04-16,,,,,,,,,,,,,,,2522720.0,,
26,AUTOMAX,2025-04-16,398173000.0,-3700000.0,-0.04,51094000.0,16969000.0,,,,364896000.0,,,31585000.0,,,103692000.0,,
27,AVGOL,2025-04-16,350027000.0,-620000.0,-0.01,48374000.0,19276000.0,,,,469002000.0,,,107271000.0,,,304222016.0,,
28,AVIATION LINKS,2025-04-16,,,-0.248,,,,,,,,,,,,7657120.0,,
29,AXILION,2025-04-16,2216000.0,-23079000.0,-0.58,-1207000.0,-23474000.0,,,,21090000.0,,,,,,30203100.0,,
30,AZRIELI GROUP,2025-04-16,3281000000.0,1477000000.0,12.13,2302000000.0,1964000000.0,,,,57933000000.0,,,23421000000.0,,,121273000.0,,
31,B COMMUNICATIONS,2025-04-16,8884000000.0,108000000.0,1.02,,1828000000.0,,,,17692000000.0,,,8571000000.0,,,104162000.0,,
32,BIG,2025-04-16,2508471000.0,1459466000.0,58.61,1739483000.0,1431391000.0,,,,41062914000.0,,,18863241000.0,,,24673900.0,,
33,BLITZ-MOTORS,2025-04-16,6156000.0,-7268000.0,,,,,,,11094000.0,,,,,,1614120.0,,
34,BLUE SQUARE REAL ESTATE,2025-04-16,638734000.0,652865000.0,53.53,442148000.0,377552000.0,,,,10895953000.0,,,3909627000.0,,,12199200.0,,
35,BONUS BIOGROUP,2025-04-16,0.0,-27826000.0,-0.04,-2509000.0,-27836000.0,,,,23406000.0,,,,,,1167929984.0,,
36,BRAINSWAY,2025-04-16,,,0.35,,,,,,,,,,,,37738500.0,,
37,C-LAB,2025-04-16,,,0.14,,,,,,,,,,,,8480480.0,,
38,CAMTEK,2025-04-16,429234000.0,118515000.0,9.43,209951000.0,108069000.0,,,,892042000.0,,,197925000.0,,,45594500.0,,
39,CAPITAL POINT,2025-04-16,969000.0,-23903000.0,-0.18,-4609000.0,-8731000.0,,,,143732000.0,,,,,,133581000.0,,
40,CARASSO MOTORS,2025-04-16,6441262000.0,270922000.0,2.92,1091907000.0,545192000.0,,,,9855578000.0,,,1817171000.0,,,90387800.0,,
41,CARASSO REAL ESTATE,2025-04-16,663618000.0,121595000.0,2.2,321950000.0,241214000.0,,,,4407917000.0,,,1642533000.0,,,54159000.0,,
42,CARMEL CORP,2025-04-16,858086000.0,92551000.0,2.85,387127000.0,95967000.0,,,,1007787000.0,,,0.0,,,32467500.0,,
43,CARMIT,2025-04-16,277540000.0,-1439000.0,-0.26,53572000.0,12909000.0,,,,277557000.0,,,58137000.0,,,5586610.0,,
