,Company Name,Report Date,Revenue,Net Income,Earnings Per Share (EPS),Gross Profit,Operating Income (EBIT),Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Total Assets,Total Liabilities,Short-Term Debt,Long-Term Debt,Shareholders’ Equity,Dividends Paid,Number of Outstanding Shares,Guidance/Forecast,Key Performance Indicators (KPIs)
0,AFI PROPERTIES,"September 30, 2021",58740000.0,31566000.0,,21900000.0,42881000.0,49925000.0,-47410000.0,25016000.0,403531000.0,269835000.0,,,114784000.0,,,,
1,ACCEL,"September 30, 2021",81061000.0,3707000.0,-0.068,16690000.0,,,,,132663000.0,36662000.0,743000.0,,74771000.0,,,Company expects total supply to client of approximately $10 million in 2022,
2,ACKERSTEIN GROUP,"September 30, 2021",662771000.0,59152000.0,0.237,187732000.0,82811000.0,23374000.0,52307000.0,9240000.0,1436913000.0,319855000.0,180825000.0,75093000.0,805726000.0,150000000.0,265763000.0,"The company expects that the proceeds from operations along with the existing balances, will be sufficient for ongoing activities and to meet its existing obligations.",
3,ADGAR INVESTMENTS,"September 30, 2021",,,,,,,,,,,,,,,,The NOI for 2022 is expected to range from 255-265 million NIS and the FFO from 110-115 million NIS.,
4,AFRICA ISRAEL RESIDENCES,30 בספטמבר 2021,864323.0,63453.0,8.11,147922.0,102525.0,164171000.0,-10051000.0,-136863000.0,3639332.0,2534044.0,295341000.0,33000000.0,1105288.0,75000.0,12643536.0,,
5,AIRPORT CITY,30.09.2021,902750000.0,193553000.0,1.5,610012000.0,,,,,15260519000.0,7680054000.0,,,7580465000.0,,,The Company cannot estimate the full impact of the corona pandemic on its results of operations in 2021,
6,ALBAAD,"September 30, 2021",1122672000.0,-2894000.0,-0.28,220521000.0,57787000.0,11288000.0,-155000000.0,133000000.0,1702984000.0,1231913000.0,,,471071000.0,,,,
7,ALLOT,"September 30, 2021",38155000.0,-3073000.0,-0.08,26531000.0,-2238000.0,-5505000.0,365000.0,193000.0,201582000.0,74528000.0,,,127054000.0,,36286436.0,"Management expects 2021 revenues to be between $145 million- $146 million and continues to expect to sign recurring security deals to be closed in 2021 with an MAR* of at least $180 million.
For 2021, SECaaS revenues are expected to be between $4.1 million- $4.3 million.
SECaaS revenues in 2022 are expected to be between $10 million- $15 million.
SECaaS revenues for the 12 months between July 2022 and June 2023 are expected to be between $20 million- $30 million.
ARR* in December of 2021 is expected to be between $5 million–$6 million and in December 2022 between $20 million–$30 million.",
8,ALMEDA PARTICIPATION UNIT,"September 30, 2021",333000.0,,,,,-1020000.0,-7930000.0,12561000.0,18615000.0,367000.0,,153000.0,18248000.0,,,,
9,ALMOGIM,30/09/2021,283000000.0,40480000.0,0.25,60051000.0,11915000.0,,,,811381000.0,639454000.0,77300000.0,166500000.0,171927000.0,3500000.0,,,
10,DOR ALON,"September 30, 2021",40220000.0,8434000.0,0.56,,,28189000.0,-7082000.0,-22303000.0,226794000.0,141693000.0,19724000.0,73298000.0,85101000.0,,14038000.0,Gas sales forecast from Tamar field for 2021 is 8.5 BCM,
11,ALONY HETZ,"September 30, 2021",716391000.0,519602000.0,3.0,,,754000000.0,-466000000.0,1164000000.0,29529172000.0,18851722000.0,470610000.0,3919038000.0,6746666000.0,,173359000.0,,
12,ALROV PROPERTIES,"September 30, 2021",,158000000.0,,,,123000000.0,-349000000.0,253000000.0,14348533000.0,9393131000.0,,,4955402000.0,,,,
13,ALUMA INFRASTRUCTURES,"September 30, 2021",44493000.0,34436000.0,0.122,,,,,,231338000.0,13338000.0,,,218000000.0,,,,
14,AMIR MARKETING,"September 30, 2021",1002217000.0,45208000.0,1.95,157366000.0,56044000.0,90869000.0,-894000.0,5759000.0,740369000.0,384047000.0,48053000.0,8885000.0,324991000.0,-10004000.0,,,
15,AMOT,2021-09-30,193376000.0,16000000.0,0.0359,32634000.0,44131000.0,418000000.0,-738384000.0,786926000.0,16869044000.0,7540335000.0,661575000.0,5998148000.0,7084528000.0,308498000.0,412106000.0,"NOI: 765,000,000-775,000,000
FFO: 565,000,000-575,000,000
FFO per share: 135,000,000-137,000,000",
16,APOLLO POWER,"September 30, 2021",1200000.0,-24405000.0,-0.68,317000.0,-21230000.0,-16916000.0,-45561000.0,123236000.0,148659000.0,22850000.0,,,125809000.0,,,,
17,ARAD,30/09/2021,212209000.0,16363000.0,0.662,68255000.0,19893000.0,29229000.0,,,278273000.0,144571000.0,16833000.0,29406000.0,132882000.0,10100000.0,,,
18,ARAD INVESTMENT,"September 30, 2021",,,,,,345600000.0,-276200000.0,-319600000.0,9970361000.0,5671896000.0,680000000.0,2512000000.0,4298465000.0,,,,
19,ASHOT,30 בספטמבר 2021,307438000.0,2609000.0,0.03,29821000.0,7409000.0,,,,603321000.0,337449000.0,,,243870000.0,,,"The company estimates that in the coming years there will be a significant decrease in the company's revenues in the aviation sector as a direct result of the COVID-19 disease, compared to its revenues in this sector in 2019.",
20,ASHTROM GROUP,"September 30, 2021",3246000000.0,803147000.0,,648000000.0,1040254000.0,1069000000.0,,,15227571000.0,,,,3745315000.0,240000000.0,,,
21,ASPEN GROUP,"September 30, 2021",143254000.0,40024000.0,0.32,113752000.0,,42057000.0,13708000.0,23899000.0,2824152000.0,1966262000.0,66350000.0,737175000.0,665338000.0,,59960000.0,"Expected NOI for 2022: 150,000,000 - 155,000,000 NIS, Expected FFO for 2022: 90,000,000 - 100,000,000 NIS (Owners' part in FFO between 46,000,000 - 50,000,000 NIS)",
22,AUDIOCODES,"October 26, 2021",63400000.0,8263000.0,0.24,44123000.0,9998000.0,13013000.0,-21884000.0,-19102000.0,350086000.0,146585000.0,300000.0,12760000.0,203501000.0,5600000.0,33843000.0,"Voice.ai bookings for 2021 to reach a level of $5,000,000 for the full year.",
23,AVGOL,"September 30, 2021",383017000.0,36935000.0,0.124,95064000.0,62849000.0,17700000.0,-23700000.0,-100000.0,463831000.0,289039000.0,10866000.0,41869000.0,174385000.0,,296853096.0,The Company updates most of the sale prices of its products in accordance with changes in the average raw material price indices every three months.,
24,AVROT,"September 30, 2021",93229000.0,-1956000.0,-0.012,16398000.0,1927000.0,19509000.0,,,166821000.0,116067000.0,,,49173000.0,,349742360.0,,
25,AYALON HOLD.,"September 30, 2021",3906000.0,-1071000.0,,,,,,,123785000.0,110139000.0,1467000.0,108672000.0,13646000.0,,,,
26,AZORIM,"September 30, 2021",1249129000.0,110857000.0,0.53,253481000.0,,705344000.0,-667528000.0,153617000.0,4067668000.0,2677000000.0,,,1590664000.0,,,,
27,AZRIELI GROUP,"September 30, 2021",,680000000.0,5.6,,,,,,39497000000.0,,,,18509000000.0,600000000.0,121272760.0,,
28,B COMMUNICATIONS,"September 30, 2021",,,,,,,,,,,,,,,,1.1 billion NIS net profit,
29,BULL TRADING,"September 30, 2021",14746000.0,3881000.0,0.409,,,456000.0,-74000.0,655000.0,168409000.0,99826000.0,98701000.0,6646000.0,59913000.0,,9500000.0,,
30,BAZAN,"September 30, 2021",4624000000.0,164095000.0,0.051,393136000.0,268977000.0,,,,3920024000.0,2840418000.0,,,1079606000.0,,,"The company expects that demand for transportation fuels, particularly diesel, will continue to recover in the fourth quarter of 2021",
31,BET SHEMESH,"September 30, 2021",92873000.0,-2486000.0,-0.29,5311000.0,-869000.0,6692000.0,-20515000.0,14320000.0,259610000.0,131925000.0,,47708000.0,130655000.0,,,The company’s assessment strengthens for the start of a change of trend due to recent positive trends in the civil aviation sector.,
32,BEZEQ,"September 30, 2021",,,,,,,,,13544000.0,13869000.0,,,891.0,,,"EBITDA is expected to be NIS 3,65 billion",
33,BIG,"September 30, 2021",,,,,,,,,4030137000.0,,,,2645035000.0,50000000.0,36364000.0,,
34,BIKUREY HASHDE,"September 30, 2021",1175232000.0,99133000.0,0.84,288159000.0,50411000.0,64718000.0,-76519000.0,14866000.0,834302000.0,263185000.0,,,85381000.0,,,,
35,BIO VIEW,"September 30, 2021",18718000.0,1202000.0,0.09,11596000.0,1404000.0,839000.0,-276000.0,-1483000.0,30722000.0,5225000.0,,1135000.0,25497000.0,,,,
36,BIOLIGHT,"November 29, 2021",,,,,,,,,,,,,,,4542901.0,Forward-looking statements included; See section 11 of the report.,
37,BLUE SQUARE REAL ESTATE,"September 30, 2021",349370000.0,187691000.0,16.21,,,190869000.0,-169731000.0,647018000.0,7375620000.0,5144388000.0,1242253000.0,2363763000.0,2233751000.0,-60000000.0,,,
38,BONEI TICHON,"September 30, 2021",,,,,,,,,1064327000.0,654351000.0,,,101475000.0,,,,
39,BONUS BIOGROUP,"September 30, 2021",,-22021000.0,-0.06,,-19444000.0,,-3391000.0,31921000.0,51437000.0,20753000.0,,4379000.0,30684000.0,,,,
40,BRACK CAPITAL PROPERTIES,30 September 2021,50105000.0,92695000.0,11.99,,135310000.0,51826000.0,94377000.0,-155798000.0,1497366000.0,651936000.0,161757000.0,486218000.0,845430000.0,,,,
41,BRILL,"September 30, 2021",385786000.0,33677000.0,-0.92,220562000.0,47183000.0,78594000.0,-5814000.0,-73901000.0,490659000.0,343177000.0,48146000.0,41284000.0,147482000.0,,,,
42,C I SYSTEMS,"September 30, 2021",24586000.0,960000.0,0.09,8372000.0,1274000.0,2412000.0,-315000.0,-255000.0,26279000.0,10662000.0,375000.0,1935000.0,15617000.0,-475000.0,11133593.0,,
43,CAMTEK,"October 27, 2021",70700000.0,18500000.0,0.41,35800000.0,20100000.0,16500000.0,,,365634000.0,86401000.0,,,279233000.0,,43841696.0,Expects fourth quarter revenue of $72-73 million,
44,CASTRO,"September 30, 2021",1125945000.0,87124000.0,10.6,683528000.0,152016000.0,188207000.0,-94066000.0,-98798000.0,2112000000.0,1492000000.0,54056000.0,267262000.0,620300000.0,,,"The company expects to continue to implement its strategy, as reported in the Periodic Report, while continuing to streamline operating processes, and work to increase its sales in Israel, which is the main market of the group companies.",
45,CELLCOM,"September 30, 2021",3030000000.0,6000000.0,0.04,829000000.0,,,,,6742000000.0,4824000000.0,,,1918000000.0,,,"The Company intends to continue to invest in infrastructure and improve the quality and level of service to its customers in the future as well, while expecting that these will bring about a further improvement in the satisfaction of the Company's customers and growth in its revenues and operating results.",
46,CLAL BIOTECH,"September 30, 2021",,,,,,,,,504990000.0,111645000.0,,,393345000.0,,,,
47,CLAL INSURANCE,"September 30, 2021",125776000.0,166000.0,,,,,,,4256757000.0,4258607000.0,,,-1850000.0,,,,
48,COMPUGEN,"November 12, 2021",6000000.0,-6156000.0,-0.07,5320000.0,-6333000.0,,,,121296000.0,22473000.0,,,98823000.0,,83977070.0,,
49,DAN HOTELS,"September 30, 2021",714599000.0,-23200000.0,-1.33,,-72212000.0,7580000.0,-55593000.0,183484000.0,2452743000.0,1439010000.0,445567000.0,453341000.0,1013733000.0,,,,
50,DELEK GROUP,"September 30, 2021",6671000000.0,927000000.0,,3135000000.0,-94000000.0,,-2307000000.0,-4794000000.0,34427000000.0,10937000000.0,,,5250000000.0,,18287493.0,,
51,DELEK AUTOMOTIV,"November 29, 2021",4028593000.0,658246000.0,6.96,800141000.0,667947000.0,1060000000.0,-138000000.0,-631000000.0,5499020000.0,3437272000.0,562779000.0,1246847000.0,1400506000.0,551000000.0,,,
52,DELTA GALIL,"September 30, 2021",1372972000.0,74838000.0,2.7,544805000.0,,,,,1746400000.0,1136447000.0,,,609914000.0,8500000.0,,"The company is updating the forecast for 2021 that was given in the previous quarter, based on current market conditions, before the impact of one-time items and taking into account the implementation of IFRS 16 and compared to 2019, which was a peak year, in millions of dollars. The updated forecast is given based on the assumption that the Corona epidemic will not return and erupt in a severe manner that will lead to closures or shutdowns in countries where the company's products are manufactured or sold.",
53,DELTA BRANDS,"September 30, 2021",604743000.0,88521000.0,,377895000.0,,155432000.0,-7839000.0,187426000.0,898891000.0,480907000.0,,,417984000.0,,,,
54,DIPLOMAT HOLDINGS,"September 30, 2021",2054506000.0,64291000.0,2.53,421992000.0,91757000.0,98000000.0,-22000000.0,-40862000.0,1292934000.0,606288000.0,102200000.0,54435000.0,370700000.0,,,,
55,DISCOUNT,30.09.2021,,2244000000.0,0.84,,,,,,293969000000.0,274242000000.0,13107000000.0,10201000000.0,19182000000.0,,,,
56,DISCOUNT INVESTMENTS,"September 30, 2021",130477000.0,1249000.0,,,,1470000.0,-884407000.0,884407000.0,6938097000.0,6873490000.0,683603000.0,6162089000.0,64607000.0,,,,
57,DORAL ENERGY,"September 30, 2021",,,,,,,,,628939000.0,403279000.0,2066000.0,169299000.0,405500000.0,,,,
58,DORSEL HOLDINGS,"September 30, 2021",,35369000.0,1.57,,,28364000.0,-92171000.0,202798000.0,991755000.0,633777000.0,60906000.0,256705000.0,357978000.0,5000000.0,22553000.0,,
59,LUZON GROUP,"September 30, 2021",,-671000.0,-0.42,,,-2738000.0,922000.0,2123000.0,119617000.0,37466000.0,13725000.0,350000.0,81801000.0,,,,
60,SHOHAM BUSINESS,"September 30, 2021",,16006000.0,0.48,,,-57269000.0,958000.0,19630000.0,555738000.0,441265000.0,,,114473000.0,-10000000.0,,The Company estimates that the economic impact of the pandemic is limited in scope.,
61,ELECTRA POWER,"September 30, 2021",16723.0,102063.0,,,62050.0,95420.0,107651.0,-204112.0,183337.0,108070.0,,55167.0,75267.0,,,,
