,Company Name,Report Date,Revenue,Net Income,Earnings Per Share (EPS),Gross Profit,Operating Income (EBIT),Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Total Assets,Total Liabilities,Short-Term Debt,Long-Term Debt,Shareholders’ Equity,Dividends Paid,Number of Outstanding Shares,Guidance/Forecast,Key Performance Indicators (KPIs)
0,BEZEQ,"22 במרץ, 2022",8821000000.0,1183000000.0,1219.0,,,,,,13934000000.0,8062000000.0,,,,,,,
1,QUEENCO,31 בדצמבר 2021,52164000.0,1269000.0,0.37,17532000.0,15511000.0,,-3732000.0,1867000.0,185270000.0,87970000.0,,,,,30026796.0,,
2,ACCEL,31 בדצמבר 2021,115522000.0,13278000.0,0.045,24688000.0,9173000.0,,-11435000.0,19356000.0,130061000.0,76372000.0,,,85858000.0,,119695939.0,,
3,AIRPORT CITY,31.12.2021,771705.0,1426069.0,11.28,618722000.0,1964013000.0,392122000.0,-668247000.0,1274121000.0,16947038.0,8946044.0,614566000.0,4184095000.0,8823273000.0,0.0,124488481.0,,
4,ALBAAD,31 בדצמבר 2021,1485911.0,-20979.0,-2.03,305724.0,50934.0,,-170240.0,103676.0,1574253.0,903063.0,43483.0,548833.0,437007.0,,,,
5,DOR ALON,31 בדצמבר 2021,4865807.0,208609.0,9.34,1082537.0,303331.0,,,,5889823.0,4599133.0,,,1290690.0,100000.0,15827.0,,
6,AQUARIUS ENGINES,"31 בדצמבר, 2021",,-18846000.0,0.7,,,,13526000.0,1525000.0,69052000.0,6923000.0,,,65975000.0,,28793724.0,,
7,AUGWIND,2021,1763000.0,-68642000.0,-3.43,-5581000.0,-68208000.0,,,,187064000.0,190395000.0,,,,,,,
8,AURA,2021,893890000.0,113534000.0,,137097000.0,168671000.0,207985000.0,-56877000.0,194340000.0,1860811000.0,1289769000.0,,,520361000.0,4213000.0,,,
9,AVGOL,,471406000.0,8178000.0,0.027,64330000.0,27577000.0,,-43100000.0,7595000.0,489014000.0,304904000.0,19443000.0,77918000.0,183646000.0,,296853096.0,,
10,AFRICA ISRAEL RESIDENCES,31.12.2021,1114256000.0,219771000.0,17.38,194242000.0,213600000.0,373090000.0,-241645000.0,-336290000.0,4077008000.0,2830402000.0,727775000.0,1202773000.0,1246606000.0,90000000.0,12643536.0,,
11,AIRTOUCH,31 בדצמבר 2021,10453000.0,-16928000.0,,3399000.0,-17447000.0,-26864000.0,-3941000.0,80284000.0,78220000.0,76669000.0,,,62062000.0,,,,
12,ALLOT,"February 15, 2022",41000000.0,-4030000.0,-0.11,28458000.0,-3717000.0,,,,203414000.0,126008000.0,,,,,36426471.0,Revenues to be between $147-153 million.,
13,AMIAD,2021,115299000.0,7182000.0,0.199,48032000.0,8467000.0,,-3384000.0,-13461000.0,143194000.0,57696000.0,,,85498000.0,4500000.0,30416487.0,,
14,ARAN,,205613.0,12925.0,2.24,37343.0,12255.0,23000.0,2004.0,52221.0,225710.0,66706.0,25451.0,33868.0,67738.0,3000.0,4885.0,,
15,ASPEN GROUP,2021,196212.0,174490.0,,,,,,,4371283.0,2824152.0,,885726.0,1456482.0,,65936961.0,,
16,AUDIOCODES,"February 1, 2022",248900000.0,33800000.0,1.0,170891000.0,39524000.0,47344000.0,42622000.0,-51477000.0,349271000.0,143773000.0,5000.0,47830000.0,205498000.0,5800000.0,33846000.0,,
